employee_id,department,role_level,tenure_years,salary_band,performance_rating,training_hours_annual,avg_overtime_hrs_week,job_satisfaction_score,work_life_balance_score,last_promotion_years_ago,attrition_flag
EMP-0003329,IT,Director,7.2,Band 2,1.6,13,22.0,3.1,2.3,0.9,0
EMP-0014803,Finance,Director,27.7,Band 1,3.1,26,22.6,4.2,2.7,2.0,1
EMP-0001106,Operations,Manager,27.3,Band 2,2.4,44,15.4,5.0,3.7,2.2,0
EMP-0011104,Marketing,Senior Manager,17.1,Band 4,4.7,61,9.0,4.7,4.1,5.6,0
EMP-0010893,Sales,Director,29.1,Band 2,4.3,113,4.5,2.8,2.6,4.7,1
EMP-0003147,IT,Individual Contributor,29.3,Band 2,2.2,114,8.0,2.0,3.7,9.4,1
EMP-0004567,Customer Success,Manager,4.0,Band 4,1.8,92,17.0,2.7,2.3,8.3,0
EMP-0013362,Finance,Director,18.1,Band 1,3.3,51,22.5,2.1,1.7,3.9,1
EMP-0006535,Operations,Director,27.1,Band 5,2.3,59,21.4,3.0,1.3,5.2,0
EMP-0008419,Finance,VP,13.1,Band 1,3.4,76,4.7,2.9,1.8,1.6,0
EMP-0007867,Customer Success,Team Lead,4.6,Band 1,2.9,38,2.2,3.5,1.1,5.0,0
EMP-0004487,Finance,Team Lead,29.8,Band 3,4.7,61,2.0,4.5,2.9,3.3,0
EMP-0004685,Marketing,VP,19.0,Band 5,3.1,112,6.3,2.6,4.1,9.7,0
EMP-0006848,IT,Senior Manager,3.7,Band 3,2.6,118,12.8,3.5,3.8,6.5,0
EMP-0005354,IT,Manager,2.9,Band 2,1.7,59,0.4,3.1,1.3,5.7,0
EMP-0002727,IT,Director,10.1,Band 3,3.7,103,17.9,3.3,3.8,8.3,0
EMP-0003292,Customer Success,Senior Manager,16.6,Band 2,2.7,47,20.1,2.6,2.2,5.9,0
EMP-0000072,Customer Success,Director,15.8,Band 1,2.9,11,4.4,3.7,3.9,9.2,0
EMP-0010831,Product,Senior Manager,26.8,Band 2,3.5,27,10.0,2.6,2.7,9.2,0
EMP-0002537,Customer Success,VP,26.0,Band 1,3.8,113,15.8,4.9,3.9,0.3,0
EMP-0013885,Legal,Analyst,10.0,Band 5,3.5,34,17.6,4.2,3.0,2.5,1
EMP-0010713,Marketing,Senior Manager,17.8,Band 2,4.0,21,21.7,3.7,2.4,0.3,0
EMP-0012821,Legal,VP,11.7,Band 3,3.3,40,18.5,4.1,2.7,3.6,0
EMP-0008718,Operations,Manager,21.6,Band 3,1.9,63,15.3,2.9,4.4,3.2,0
EMP-0010710,Engineering,Team Lead,26.7,Band 1,3.4,43,14.7,1.8,2.3,7.6,0
EMP-0005439,IT,Analyst,5.4,Band 5,4.5,109,4.1,3.4,1.0,1.7,0
EMP-0002250,Marketing,Analyst,13.2,Band 2,1.7,117,21.1,3.3,3.8,4.8,0
EMP-0009360,Sales,Team Lead,25.7,Band 1,2.6,76,21.4,1.4,3.6,9.8,1
EMP-0005565,Finance,Individual Contributor,27.9,Band 2,4.3,80,21.1,3.3,3.0,4.4,1
EMP-0009309,Legal,Individual Contributor,3.7,Band 2,3.8,103,24.2,2.2,3.2,2.8,1
EMP-0009724,IT,Individual Contributor,5.7,Band 2,3.3,54,8.9,3.1,1.0,6.8,0
EMP-0009534,HR,Individual Contributor,2.7,Band 3,4.8,46,4.1,3.5,2.2,7.7,0
EMP-0003810,Legal,Senior Manager,28.9,Band 2,2.8,20,13.1,2.9,4.8,8.7,0
EMP-0014999,Finance,Associate,30.0,Band 2,3.7,31,12.0,4.9,2.6,2.1,0
EMP-0003500,Product,Manager,6.0,Band 3,3.6,43,15.2,2.4,3.4,3.5,0
EMP-0000991,Legal,Analyst,4.7,Band 1,1.8,55,19.9,2.6,3.6,7.2,0
EMP-0003189,Marketing,Senior Manager,19.1,Band 2,4.8,70,24.9,2.1,2.0,8.7,1
EMP-0011852,Sales,Associate,7.0,Band 4,4.0,105,20.8,4.7,2.7,8.1,0
EMP-0013846,HR,Team Lead,1.1,Band 1,4.2,102,8.0,3.0,1.0,8.8,0
EMP-0012475,IT,Individual Contributor,7.1,Band 2,5.0,52,12.8,3.5,3.7,8.8,0
EMP-0009044,Customer Success,Team Lead,6.4,Band 2,3.0,84,6.8,5.0,3.3,6.4,1
EMP-0005460,Customer Success,Director,25.5,Band 5,1.6,56,20.5,2.8,2.1,7.5,0
EMP-0008304,Legal,Analyst,1.8,Band 4,3.7,76,13.5,2.0,2.3,0.9,0
EMP-0010988,Operations,VP,16.6,Band 1,2.1,72,0.9,2.2,2.5,4.5,0
EMP-0008245,HR,Individual Contributor,11.9,Band 2,3.4,24,22.5,3.5,2.0,1.3,1
EMP-0014343,IT,Director,17.5,Band 3,3.1,26,2.4,1.0,5.0,0.0,1
EMP-0013419,Finance,VP,23.8,Band 5,1.8,118,13.0,1.4,4.6,7.6,1
EMP-0004897,Operations,Team Lead,27.9,Band 1,2.9,83,6.6,2.3,2.2,9.7,0
EMP-0013220,Product,Director,27.6,Band 5,3.0,26,18.0,5.0,2.1,5.2,1
EMP-0008429,Customer Success,Manager,23.1,Band 2,4.1,24,6.9,4.4,2.6,9.5,0
EMP-0008672,Operations,Team Lead,25.2,Band 3,3.8,92,5.0,3.5,1.3,3.3,0
EMP-0003743,Operations,VP,18.1,Band 2,2.3,58,0.3,3.1,3.3,0.9,0
EMP-0002232,HR,Team Lead,13.2,Band 3,2.4,39,5.6,4.1,3.1,9.7,0
EMP-0014381,Finance,VP,2.7,Band 4,3.1,93,10.1,3.1,2.0,8.3,0
EMP-0012942,Marketing,Team Lead,5.3,Band 3,2.0,103,10.8,5.0,1.4,8.1,0
EMP-0008743,Finance,VP,28.5,Band 3,1.7,35,3.0,3.6,2.6,2.1,0
EMP-0010949,Sales,Individual Contributor,28.2,Band 1,2.6,118,10.4,4.8,1.6,1.4,1
EMP-0010434,HR,Senior Manager,9.5,Band 1,2.2,12,15.0,3.0,3.5,7.7,0
EMP-0007611,Operations,Senior Manager,6.3,Band 2,2.2,85,15.1,4.5,2.2,0.7,0
EMP-0005880,Operations,Associate,10.1,Band 1,3.8,85,12.2,3.3,2.4,4.1,0
EMP-0002456,Legal,Team Lead,9.8,Band 2,4.8,105,14.3,2.9,2.9,6.2,1
EMP-0010221,Customer Success,VP,18.6,Band 4,3.6,3,11.8,3.7,1.0,0.6,0
EMP-0008136,Finance,Individual Contributor,27.9,Band 1,2.9,49,23.4,3.4,2.9,5.3,1
EMP-0005609,Sales,VP,23.5,Band 1,1.8,83,2.2,4.5,1.9,8.0,0
EMP-0013667,Engineering,VP,21.0,Band 1,1.6,0,2.6,3.2,3.3,2.3,0
EMP-0004963,Engineering,Manager,15.0,Band 2,4.9,78,0.0,4.6,1.6,0.0,0
EMP-0013485,Engineering,Team Lead,22.1,Band 1,2.5,48,24.5,2.2,2.4,4.0,0
EMP-0008824,Finance,VP,14.1,Band 3,3.6,15,7.9,3.6,3.8,3.8,0
EMP-0005196,Finance,Manager,17.2,Band 3,1.8,55,8.7,2.4,3.7,2.9,1
EMP-0006806,Marketing,Individual Contributor,11.4,Band 1,2.8,13,1.6,3.3,3.2,7.1,1
EMP-0004248,Product,Analyst,28.9,Band 1,4.6,119,8.6,3.2,3.4,8.0,0
EMP-0013277,Marketing,Analyst,8.3,Band 3,1.6,12,10.0,2.8,3.2,0.6,0
EMP-0013105,IT,Director,6.3,Band 1,3.8,12,23.3,2.2,1.6,2.8,1
EMP-0005359,Product,Team Lead,11.1,Band 4,2.9,78,10.4,2.6,2.7,4.1,0
EMP-0012421,Sales,Team Lead,10.3,Band 4,2.7,62,24.8,1.2,2.9,0.4,1
EMP-0004537,Customer Success,Senior Manager,8.8,Band 1,4.1,53,18.9,2.0,3.9,4.7,1
EMP-0008920,Operations,Team Lead,13.0,Band 3,3.0,104,12.0,3.8,4.1,6.4,0
EMP-0010166,Customer Success,Senior Manager,20.5,Band 6,3.4,39,1.6,2.7,3.4,1.2,1
EMP-0013179,Operations,Director,7.1,Band 6,4.7,44,19.8,1.9,1.9,1.4,0
EMP-0014249,HR,Team Lead,25.7,Band 2,5.0,50,5.3,3.2,4.1,4.7,0
EMP-0008153,Sales,VP,1.9,Band 1,2.8,80,22.6,3.8,2.9,6.1,0
EMP-0009977,Customer Success,Analyst,6.4,Band 3,1.8,43,15.6,5.0,1.9,3.8,0
EMP-0000545,Legal,Manager,16.2,Band 1,4.1,91,22.9,3.7,4.8,2.8,1
EMP-0004995,Product,Senior Manager,20.3,Band 2,4.9,73,24.1,2.7,2.0,8.6,0
EMP-0008439,IT,VP,1.2,Band 1,3.9,11,11.9,2.3,4.8,2.7,0
EMP-0011710,Customer Success,Associate,22.9,Band 1,2.9,59,7.0,4.2,3.0,5.7,1
EMP-0013016,Product,VP,3.1,Band 5,1.9,108,3.3,3.6,2.6,2.8,0
EMP-0000153,IT,Analyst,14.1,Band 4,4.9,93,17.9,2.5,3.7,4.5,0
EMP-0006725,Customer Success,Manager,12.0,Band 6,3.7,55,3.7,2.2,1.8,3.2,1
EMP-0009022,Sales,Director,9.0,Band 3,4.1,56,19.9,2.3,3.9,0.9,0
EMP-0009419,Marketing,Manager,26.8,Band 1,3.9,50,13.7,2.7,2.7,7.0,0
EMP-0008422,Engineering,Associate,17.2,Band 1,2.5,103,15.6,3.6,2.5,6.3,1
EMP-0004019,Finance,Director,7.1,Band 4,2.1,13,17.5,2.2,3.8,1.6,0
EMP-0014453,HR,VP,1.7,Band 2,3.0,6,13.4,4.2,2.2,4.0,0
EMP-0010360,Finance,VP,22.2,Band 6,4.6,83,3.3,2.8,3.1,7.9,0
EMP-0007333,HR,Manager,5.8,Band 1,4.5,107,19.1,4.2,4.3,9.7,0
EMP-0001902,IT,VP,13.1,Band 2,4.8,89,3.7,3.2,3.8,0.3,0
EMP-0007272,IT,VP,23.0,Band 6,3.8,112,21.8,2.7,3.7,4.2,1
EMP-0014528,Finance,VP,19.0,Band 2,1.6,31,9.8,4.1,1.9,3.0,0
EMP-0014389,IT,VP,14.9,Band 1,3.0,41,16.5,3.3,2.9,1.6,0
EMP-0011624,HR,Associate,12.2,Band 4,2.7,28,11.6,1.1,3.9,2.3,1
EMP-0011936,Customer Success,Associate,13.1,Band 1,4.9,14,18.3,2.8,1.0,6.5,1
EMP-0000957,Operations,Senior Manager,2.7,Band 2,3.5,120,1.3,2.0,3.6,3.4,1
EMP-0009341,Legal,Director,16.9,Band 1,3.4,42,4.9,3.7,3.3,9.6,0
EMP-0005943,Marketing,Associate,20.3,Band 1,1.9,3,7.2,3.3,2.9,7.2,0
EMP-0013760,HR,Associate,15.9,Band 3,2.6,120,9.4,2.9,1.2,8.7,0
EMP-0000551,Finance,VP,26.2,Band 5,3.3,33,4.4,3.4,2.8,3.8,0
EMP-0011167,HR,Director,8.0,Band 1,1.6,8,5.9,3.4,2.5,6.2,0
EMP-0011521,Customer Success,Manager,10.7,Band 4,2.3,105,4.7,2.2,2.4,0.7,0
EMP-0003511,Finance,Team Lead,25.0,Band 6,3.1,11,6.5,3.8,3.2,4.2,0
EMP-0010298,Product,Senior Manager,7.6,Band 1,4.3,45,12.4,3.0,3.3,0.0,0
EMP-0001569,Engineering,VP,6.2,Band 3,4.0,59,22.2,3.7,4.1,3.0,0
EMP-0007444,Engineering,Analyst,25.2,Band 1,1.7,38,1.2,3.1,1.2,5.0,1
EMP-0001691,Sales,Director,21.5,Band 1,4.9,91,12.9,2.6,3.3,1.2,0
EMP-0001378,Marketing,Team Lead,10.1,Band 3,1.9,4,14.0,3.8,1.0,9.0,0
EMP-0014229,Legal,Team Lead,28.7,Band 1,4.0,58,7.9,4.0,4.4,4.9,0
EMP-0012233,IT,Senior Manager,1.3,Band 2,2.4,38,1.9,3.2,3.3,8.8,0
EMP-0008870,Operations,VP,9.8,Band 1,4.0,9,8.9,2.9,2.3,8.3,0
EMP-0000888,Operations,Manager,12.8,Band 4,4.2,5,17.3,3.7,3.8,0.8,0
EMP-0012174,Sales,Team Lead,25.1,Band 3,1.7,101,24.9,3.5,3.8,2.4,0
EMP-0006815,Customer Success,Analyst,11.9,Band 4,2.1,69,8.5,5.0,2.9,4.5,0
EMP-0009605,Marketing,Analyst,2.4,Band 4,4.5,8,0.9,3.7,2.1,7.8,0
EMP-0000008,Customer Success,Senior Manager,11.2,Band 3,5.0,33,4.1,3.5,3.2,2.0,0
EMP-0005448,Sales,Individual Contributor,22.1,Band 3,4.0,85,24.7,2.6,3.5,0.4,0
EMP-0004850,Engineering,Senior Manager,15.8,Band 3,2.6,12,10.6,2.2,2.9,8.7,0
EMP-0011374,Customer Success,Individual Contributor,22.2,Band 1,4.0,112,20.6,3.2,3.2,8.2,0
EMP-0014740,Operations,Individual Contributor,29.8,Band 4,4.6,106,17.4,3.5,3.5,7.4,0
EMP-0006483,Finance,Analyst,1.6,Band 4,4.5,1,19.6,2.1,2.7,7.1,0
EMP-0001700,Customer Success,Associate,25.5,Band 1,3.3,61,5.1,3.6,3.6,6.4,1
EMP-0014186,Product,Individual Contributor,26.6,Band 4,2.5,112,13.2,3.3,2.9,9.3,0
EMP-0000802,Engineering,Team Lead,14.0,Band 5,3.6,1,15.7,2.1,1.2,5.3,0
EMP-0005455,Marketing,VP,11.7,Band 4,2.3,118,4.5,4.3,1.8,2.7,1
EMP-0011213,Finance,Individual Contributor,10.0,Band 1,1.8,24,14.5,3.5,1.9,6.2,0
EMP-0014526,Finance,VP,15.0,Band 1,3.1,111,12.5,2.3,2.6,0.6,1
EMP-0008640,Operations,Director,3.5,Band 4,4.6,26,10.1,2.5,2.9,9.5,0
EMP-0014860,Product,Senior Manager,6.3,Band 1,3.0,57,22.9,2.9,2.5,0.6,1
EMP-0010250,Marketing,Senior Manager,15.2,Band 5,3.9,18,23.3,2.9,2.8,9.7,0
EMP-0001783,Product,Senior Manager,1.5,Band 3,4.4,22,9.1,3.5,3.7,2.1,1
EMP-0000635,Legal,Senior Manager,9.3,Band 6,3.3,83,4.0,3.2,3.3,0.8,0
EMP-0007778,Finance,Analyst,5.4,Band 1,2.9,45,17.2,3.8,2.6,1.5,0
EMP-0000516,Legal,Associate,14.4,Band 2,3.2,11,13.7,2.8,1.1,4.2,1
EMP-0008818,IT,Associate,27.4,Band 2,3.2,17,2.2,1.0,3.5,8.4,1
EMP-0000744,Product,Director,13.1,Band 2,4.2,72,8.9,1.6,3.7,8.6,0
EMP-0008872,HR,Manager,7.6,Band 2,3.1,20,4.6,3.3,3.5,1.0,0
EMP-0003087,Marketing,Senior Manager,11.3,Band 4,4.8,68,20.6,2.9,3.8,2.0,0
EMP-0006392,Finance,Director,14.1,Band 4,4.5,32,21.9,1.6,3.8,5.9,0
EMP-0008890,Marketing,Analyst,22.1,Band 4,4.7,82,24.0,4.5,3.1,9.7,0
EMP-0011527,Customer Success,Associate,4.5,Band 3,1.9,34,2.6,2.0,3.3,7.1,0
EMP-0000793,Customer Success,Individual Contributor,17.4,Band 2,4.8,26,21.7,3.4,2.2,7.3,0
EMP-0010071,Operations,Team Lead,19.2,Band 1,1.6,68,4.4,4.4,2.4,2.8,0
EMP-0014707,Marketing,Manager,29.8,Band 4,3.6,24,7.4,3.2,2.4,0.1,0
EMP-0004375,Operations,Individual Contributor,10.2,Band 2,1.5,43,15.4,3.6,2.3,5.5,0
EMP-0001518,IT,Team Lead,8.0,Band 6,1.7,67,14.2,3.2,3.7,5.5,0
EMP-0014374,Marketing,VP,18.9,Band 3,1.6,12,7.6,3.0,3.5,4.0,0
EMP-0013197,Product,Manager,7.2,Band 2,4.8,113,6.5,3.8,2.1,9.3,0
EMP-0010864,HR,Individual Contributor,19.8,Band 1,1.6,89,20.9,3.0,2.0,1.7,0
EMP-0004224,Operations,Director,9.5,Band 4,2.3,88,2.6,2.5,3.4,8.3,1
EMP-0010528,IT,Team Lead,25.4,Band 4,4.5,16,18.2,3.7,2.8,2.1,0
EMP-0014416,Finance,Manager,3.5,Band 2,2.4,56,6.7,2.4,3.9,9.9,0
EMP-0000677,Legal,Analyst,3.4,Band 1,2.0,10,8.4,2.6,2.7,6.6,0
EMP-0007024,Operations,Team Lead,28.3,Band 5,3.3,57,0.5,2.6,3.1,7.8,0
EMP-0011838,HR,Manager,12.8,Band 2,2.8,99,21.3,3.4,1.9,7.0,0
EMP-0007164,Engineering,Director,16.1,Band 4,4.3,106,17.9,5.0,2.5,7.4,0
EMP-0000798,Operations,Director,18.7,Band 6,3.8,97,14.0,4.3,2.0,4.7,0
EMP-0011160,IT,Director,28.6,Band 1,4.1,93,0.4,3.7,2.6,5.7,1
EMP-0012349,Marketing,Director,9.7,Band 1,1.7,8,11.9,4.4,2.4,8.6,0
EMP-0003630,HR,VP,18.1,Band 1,4.4,43,19.6,3.5,4.4,2.8,0
EMP-0007808,Customer Success,VP,8.0,Band 1,3.1,37,14.9,2.2,3.4,4.1,0
EMP-0004402,IT,Analyst,21.6,Band 2,1.6,53,16.3,3.6,3.8,6.4,0
EMP-0013973,Product,Team Lead,3.4,Band 1,3.7,3,16.7,3.0,1.4,1.2,0
EMP-0006743,Customer Success,VP,4.2,Band 5,2.4,18,23.3,3.5,3.1,4.6,0
EMP-0003927,Sales,Director,28.8,Band 6,5.0,57,5.5,2.5,2.3,3.3,0
EMP-0010719,Engineering,Team Lead,28.1,Band 1,3.5,27,6.5,3.4,3.0,9.4,0
EMP-0010285,Legal,Individual Contributor,11.2,Band 4,2.5,66,10.9,3.6,4.1,7.9,0
EMP-0003647,Product,Manager,21.2,Band 2,4.0,2,2.6,3.0,2.7,9.0,1
EMP-0010762,Operations,VP,28.2,Band 2,2.5,57,0.9,4.2,4.5,0.1,1
EMP-0014764,IT,VP,13.2,Band 3,2.0,80,15.6,1.7,2.8,5.6,1
EMP-0011297,Sales,Senior Manager,20.4,Band 4,2.4,84,18.5,3.2,4.4,7.8,0
EMP-0013088,Engineering,Manager,8.3,Band 3,3.0,14,8.2,3.3,3.5,8.0,1
EMP-0003984,Sales,Team Lead,22.3,Band 5,1.5,27,12.8,2.3,1.6,6.5,1
EMP-0009752,Engineering,Analyst,14.0,Band 3,4.3,93,23.0,3.1,2.8,8.5,0
EMP-0013265,Finance,VP,19.2,Band 3,2.3,15,9.4,4.1,2.2,5.7,0
EMP-0012611,Operations,VP,3.6,Band 3,2.3,116,10.5,2.5,2.3,5.7,0
EMP-0011262,Operations,Team Lead,23.7,Band 1,1.6,113,23.6,3.5,2.0,6.3,0
EMP-0005188,IT,Individual Contributor,12.8,Band 1,4.2,23,17.9,1.7,4.2,0.1,0
EMP-0002400,Product,Manager,26.1,Band 3,4.9,100,17.7,3.6,3.9,4.6,0
EMP-0001817,Marketing,VP,24.4,Band 2,1.8,107,20.1,3.9,4.3,4.8,1
EMP-0011079,Finance,VP,10.0,Band 1,3.4,120,10.0,3.9,4.2,3.5,0
EMP-0009627,IT,Manager,20.7,Band 1,2.7,6,15.4,2.3,2.4,0.5,1
EMP-0014239,Engineering,Associate,15.7,Band 4,1.5,17,22.7,2.5,2.4,1.8,0
EMP-0007516,Marketing,Associate,19.2,Band 3,3.7,13,23.6,4.0,1.9,3.0,1
EMP-0007657,IT,Manager,24.9,Band 3,1.8,79,21.6,3.5,2.8,9.8,0
EMP-0011100,Sales,Individual Contributor,13.4,Band 3,3.2,77,14.0,3.2,2.5,5.4,0
EMP-0013452,Operations,Analyst,27.6,Band 3,5.0,69,24.6,3.5,5.0,1.5,0
EMP-0011196,Customer Success,Analyst,21.4,Band 1,2.4,1,3.7,3.3,2.3,3.7,0
EMP-0000168,Legal,Individual Contributor,23.0,Band 6,1.9,21,21.6,2.6,3.0,5.8,0
EMP-0002708,Marketing,Associate,0.7,Band 4,3.7,54,14.7,3.2,2.9,0.1,0
EMP-0004341,Finance,Senior Manager,0.6,Band 4,4.8,24,18.9,2.5,3.1,4.8,1
EMP-0000501,HR,Team Lead,18.8,Band 2,4.7,75,4.1,4.4,3.3,2.5,0
EMP-0007819,Customer Success,Director,18.4,Band 2,4.9,83,16.0,3.0,2.6,4.3,1
EMP-0004700,Operations,Associate,4.8,Band 1,4.9,22,20.4,3.0,2.8,7.2,0
EMP-0009252,Legal,Individual Contributor,13.0,Band 1,4.4,93,19.1,2.9,2.8,2.9,0
EMP-0005773,Legal,Senior Manager,23.8,Band 4,1.5,65,5.5,4.5,3.0,4.1,1
EMP-0001932,Operations,Associate,24.1,Band 2,3.1,43,4.3,3.2,2.3,8.9,0
EMP-0012221,Operations,Individual Contributor,1.2,Band 1,4.9,44,19.6,4.0,3.6,6.0,1
EMP-0000895,Sales,Associate,0.6,Band 2,4.3,108,9.5,3.1,3.0,7.0,0
EMP-0007630,Product,VP,13.2,Band 4,4.6,115,4.0,1.7,1.9,8.4,0
EMP-0009330,Customer Success,Director,5.0,Band 2,1.5,79,13.1,3.2,2.7,5.0,0
EMP-0007709,Marketing,Senior Manager,0.9,Band 1,3.3,107,13.8,3.0,3.5,8.9,1
EMP-0001464,Engineering,Analyst,3.4,Band 3,5.0,18,20.2,3.1,3.8,4.5,1
EMP-0013041,IT,Senior Manager,12.6,Band 1,3.8,9,1.5,3.6,2.3,7.6,0
EMP-0002646,IT,VP,15.8,Band 4,2.7,100,24.2,3.6,3.4,0.4,1
EMP-0007246,IT,Analyst,0.7,Band 2,2.8,102,16.3,2.0,3.0,2.2,1
EMP-0001453,Sales,Senior Manager,22.1,Band 2,2.9,62,8.2,2.4,2.4,6.7,1
EMP-0014247,Sales,Individual Contributor,12.9,Band 2,4.4,85,12.6,5.0,3.5,8.2,0
EMP-0012663,Engineering,Associate,6.1,Band 5,4.8,60,5.5,2.1,2.8,8.8,0
EMP-0010095,HR,Manager,25.1,Band 4,3.9,65,25.0,2.2,3.9,4.0,1
EMP-0013608,IT,Senior Manager,5.4,Band 3,4.1,83,9.3,3.9,3.3,1.6,0
EMP-0002156,IT,VP,18.0,Band 3,1.8,9,6.5,3.5,3.4,0.3,0
EMP-0002866,Product,Associate,20.1,Band 5,4.1,33,15.9,3.2,3.6,5.4,1
EMP-0014890,IT,Analyst,16.9,Band 3,2.6,19,17.2,3.7,5.0,7.4,0
EMP-0007273,Marketing,VP,28.8,Band 2,1.9,91,9.1,2.7,3.0,7.9,0
EMP-0008208,Sales,Team Lead,18.5,Band 3,2.8,63,3.0,3.3,3.8,2.4,0
EMP-0004980,Product,Individual Contributor,4.7,Band 3,2.1,104,2.4,2.5,4.5,0.0,1
EMP-0006697,Customer Success,Analyst,21.8,Band 4,4.9,114,13.6,3.5,2.0,6.5,0
EMP-0002201,Marketing,Analyst,26.5,Band 3,3.5,96,19.7,3.2,1.3,9.5,0
EMP-0013914,Operations,Senior Manager,23.9,Band 5,2.7,70,11.5,2.6,2.9,8.0,0
EMP-0007877,Legal,Associate,11.2,Band 5,5.0,119,24.7,3.5,3.6,2.3,0
EMP-0012323,Marketing,Director,12.8,Band 2,1.8,35,18.5,3.0,1.9,3.8,0
EMP-0000493,Engineering,Individual Contributor,29.5,Band 1,2.3,15,16.2,3.7,2.6,5.0,0
EMP-0005493,HR,Team Lead,16.3,Band 3,4.2,28,9.0,3.4,2.3,4.8,1
EMP-0013674,Legal,Associate,14.0,Band 2,3.6,115,9.3,3.6,3.6,7.6,1
EMP-0010322,Customer Success,Associate,15.2,Band 1,3.0,94,12.1,2.1,2.3,6.1,1
EMP-0008771,HR,Associate,3.8,Band 2,2.3,38,17.0,2.5,1.4,6.5,0
EMP-0010986,Product,Manager,17.1,Band 5,4.5,61,9.1,2.7,2.5,3.8,0
EMP-0010271,Customer Success,Analyst,14.8,Band 5,3.4,67,5.5,3.0,2.7,1.2,0
EMP-0013002,HR,Analyst,22.6,Band 3,5.0,54,18.7,5.0,3.3,0.6,0
EMP-0001426,Sales,Analyst,26.3,Band 5,3.7,76,5.8,3.6,2.1,0.5,0
EMP-0011049,Sales,Team Lead,23.4,Band 4,3.7,65,13.0,3.7,1.9,6.0,0
EMP-0004064,Finance,Senior Manager,22.2,Band 2,3.3,35,4.1,3.5,3.7,5.1,0
EMP-0005689,Operations,Manager,15.8,Band 6,3.6,65,0.5,3.7,2.6,7.8,0
EMP-0010543,Legal,Manager,28.3,Band 2,1.9,81,4.6,4.1,2.7,9.6,0
EMP-0012112,Finance,Director,27.5,Band 2,3.6,51,17.5,3.5,3.0,5.3,0
EMP-0004849,Operations,Associate,17.2,Band 4,1.6,32,8.2,2.2,2.9,1.2,0
EMP-0003474,Operations,Analyst,10.4,Band 2,1.9,82,24.4,4.1,2.0,9.7,1
EMP-0011362,HR,Analyst,18.2,Band 1,2.3,43,14.5,2.5,3.8,6.7,0
EMP-0000443,Marketing,Team Lead,27.5,Band 3,1.7,107,8.9,1.8,2.8,9.1,0
EMP-0002011,Engineering,Individual Contributor,11.8,Band 3,4.7,68,13.0,3.0,3.4,3.0,1
EMP-0006497,Customer Success,VP,23.1,Band 2,3.1,24,12.0,3.0,5.0,3.1,0
EMP-0013464,Legal,Director,15.1,Band 3,1.9,49,9.7,4.0,4.0,8.8,0
EMP-0007493,Sales,VP,18.9,Band 1,4.4,112,20.7,3.4,3.6,7.0,0
EMP-0005807,Legal,Manager,7.1,Band 3,4.7,40,20.6,3.5,2.1,5.6,0
EMP-0009495,Operations,Individual Contributor,18.8,Band 4,2.0,59,3.4,4.1,3.5,6.4,0
EMP-0004428,IT,VP,12.6,Band 1,3.5,82,5.8,5.0,2.7,3.5,0
EMP-0001867,Finance,Director,18.4,Band 1,3.4,26,12.9,3.3,4.2,2.6,0
EMP-0012270,Customer Success,Analyst,1.7,Band 5,4.9,113,18.2,2.8,4.3,9.8,1
EMP-0014548,Sales,Senior Manager,15.7,Band 3,5.0,77,1.7,2.7,4.1,7.7,0
EMP-0013866,Product,VP,20.5,Band 4,3.5,93,8.9,2.5,2.1,4.5,0
EMP-0005206,IT,Individual Contributor,18.3,Band 2,4.0,54,24.8,4.2,1.4,8.4,1
EMP-0012176,Customer Success,Analyst,4.5,Band 5,4.4,114,16.1,3.5,2.4,6.0,0
EMP-0006302,Sales,Team Lead,11.3,Band 5,4.0,2,5.3,2.2,5.0,2.4,0
EMP-0008621,HR,VP,29.5,Band 4,4.5,83,19.8,3.0,3.2,4.8,1
EMP-0014052,Engineering,Senior Manager,20.8,Band 3,2.6,112,16.6,1.5,3.1,10.0,0
EMP-0003530,Customer Success,Director,25.2,Band 2,4.0,63,19.2,4.7,4.2,9.3,0
EMP-0000997,HR,Analyst,18.1,Band 5,4.4,12,15.7,2.9,4.1,8.8,1
EMP-0011533,Customer Success,Associate,17.0,Band 5,4.7,67,9.4,1.6,3.5,0.2,0
EMP-0007023,Operations,Director,28.3,Band 3,4.9,78,3.1,2.1,3.6,5.6,1
EMP-0007622,Operations,Manager,19.1,Band 2,1.9,118,22.5,1.8,4.3,9.1,0
EMP-0002749,Finance,Associate,6.5,Band 6,3.1,41,7.1,1.4,1.3,2.0,0
EMP-0014708,IT,Manager,27.6,Band 1,2.0,60,25.0,5.0,3.8,9.0,1
EMP-0001774,Operations,Associate,17.2,Band 3,2.8,39,21.4,3.8,2.9,8.5,0
EMP-0013900,Operations,VP,22.2,Band 5,4.8,87,18.5,1.7,4.5,4.1,0
EMP-0010865,Customer Success,VP,13.4,Band 4,2.7,17,1.9,3.3,2.0,3.5,0
EMP-0002343,Marketing,Team Lead,24.0,Band 4,3.2,108,18.9,3.4,4.0,2.4,0
EMP-0006545,Finance,Director,19.9,Band 5,2.4,61,11.1,2.4,4.6,2.5,0
EMP-0014836,Sales,Individual Contributor,22.2,Band 5,1.6,46,4.5,4.8,3.5,9.2,0
EMP-0012097,HR,VP,6.3,Band 3,3.2,85,19.6,3.7,2.0,0.6,1
EMP-0000821,Customer Success,Individual Contributor,10.3,Band 4,2.7,55,16.3,1.8,2.9,2.2,0
